# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-03-16 13:43:47 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03331500 TIPPECANOE RIVER NEAR ORA, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 03331500
#            TS   parameter     statistic     Description
#         51588       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=03331500&ts_ids=51588]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	51588_00060_00003	51588_00060_00003_cd
USGS	03331500	1961-05-31	510	A
USGS	03331500	1961-06-01	510	A
USGS	03331500	1961-06-02	485	A
USGS	03331500	1961-06-03	460	A
USGS	03331500	1961-06-04	460	A
USGS	03331500	1961-06-05	435	A
USGS	03331500	1961-06-06	435	A
USGS	03331500	1961-06-07	435	A
USGS	03331500	1961-06-08	540	A
USGS	03331500	1961-06-09	810	A
USGS	03331500	1961-06-10	780	A
USGS	03331500	1961-06-11	930	A
USGS	03331500	1961-06-12	840	A
USGS	03331500	1961-06-13	690	A
USGS	03331500	1961-06-14	780	A
USGS	03331500	1961-06-15	870	A
USGS	03331500	1961-06-16	660	A
USGS	03331500	1961-06-17	570	A
USGS	03331500	1961-06-18	540	A
USGS	03331500	1961-06-19	485	A
USGS	03331500	1961-06-20	540	A
USGS	03331500	1961-06-21	600	A
USGS	03331500	1961-06-22	600	A
USGS	03331500	1961-06-23	570	A
USGS	03331500	1961-06-24	540	A
USGS	03331500	1961-06-25	510	A
USGS	03331500	1961-06-26	485	A
USGS	03331500	1961-06-27	460	A
USGS	03331500	1961-06-28	435	A
USGS	03331500	1961-06-29	385	A
USGS	03331500	1961-06-30	385	A
USGS	03331500	1961-07-01	360	A
USGS	03331500	1961-07-02	335	A
USGS	03331500	1961-07-03	335	A
USGS	03331500	1961-07-04	335	A
USGS	03331500	1961-07-05	360	A
USGS	03331500	1961-07-06	435	A
USGS	03331500	1961-07-07	485	A
USGS	03331500	1961-07-08	460	A
USGS	03331500	1961-07-09	410	A
USGS	03331500	1961-07-10	385	A
USGS	03331500	1961-07-11	360	A
USGS	03331500	1961-07-12	335	A
USGS	03331500	1961-07-13	322	A
USGS	03331500	1961-07-14	322	A
USGS	03331500	1961-07-15	322	A
USGS	03331500	1961-07-16	335	A
USGS	03331500	1961-07-17	335	A
USGS	03331500	1961-07-18	335	A
USGS	03331500	1961-07-19	335	A
USGS	03331500	1961-07-20	335	A
USGS	03331500	1961-07-21	335	A
USGS	03331500	1961-07-22	335	A
USGS	03331500	1961-07-23	360	A
USGS	03331500	1961-07-24	600	A
USGS	03331500	1961-07-25	690	A
USGS	03331500	1961-07-26	600	A
USGS	03331500	1961-07-27	510	A
USGS	03331500	1961-07-28	540	A
USGS	03331500	1961-07-29	1170	A
USGS	03331500	1961-07-30	1540	A
USGS	03331500	1961-07-31	1490	A
USGS	03331500	1961-08-01	1900	A
USGS	03331500	1961-08-02	2380	A
USGS	03331500	1961-08-03	2380	A
USGS	03331500	1961-08-04	2140	A
USGS	03331500	1961-08-05	1900	A
USGS	03331500	1961-08-06	1960	A
USGS	03331500	1961-08-07	2200	A
USGS	03331500	1961-08-08	2080	A
USGS	03331500	1961-08-09	1690	A
USGS	03331500	1961-08-10	1410	A
USGS	03331500	1961-08-11	1270	A
USGS	03331500	1961-08-12	1140	A
USGS	03331500	1961-08-13	1020	A
USGS	03331500	1961-08-14	900	A
USGS	03331500	1961-08-15	780	A
USGS	03331500	1961-08-16	690	A
USGS	03331500	1961-08-17	630	A
USGS	03331500	1961-08-18	600	A
USGS	03331500	1961-08-19	570	A
USGS	03331500	1961-08-20	540	A
USGS	03331500	1961-08-21	510	A
USGS	03331500	1961-08-22	485	A
USGS	03331500	1961-08-23	570	A
USGS	03331500	1961-08-24	600	A
USGS	03331500	1961-08-25	600	A
USGS	03331500	1961-08-26	540	A
USGS	03331500	1961-08-27	510	A
USGS	03331500	1961-08-28	485	A
USGS	03331500	1961-08-29	460	A
USGS	03331500	1961-08-30	435	A
USGS	03331500	1961-08-31	410	A
USGS	03331500	1961-09-01	385	A
USGS	03331500	1961-09-02	385	A
USGS	03331500	1961-09-03	385	A
USGS	03331500	1961-09-04	360	A
USGS	03331500	1961-09-05	360	A
USGS	03331500	1961-09-06	360	A
USGS	03331500	1961-09-07	360	A
USGS	03331500	1961-09-08	335	A
USGS	03331500	1961-09-09	322	A
USGS	03331500	1961-09-10	310	A
USGS	03331500	1961-09-11	310	A
USGS	03331500	1961-09-12	385	A
USGS	03331500	1961-09-13	510	A
USGS	03331500	1961-09-14	630	A
USGS	03331500	1961-09-15	720	A
USGS	03331500	1961-09-16	660	A
USGS	03331500	1961-09-17	570	A
USGS	03331500	1961-09-18	510	A
USGS	03331500	1961-09-19	460	A
USGS	03331500	1961-09-20	435	A
USGS	03331500	1961-09-21	410	A
USGS	03331500	1961-09-22	410	A
USGS	03331500	1961-09-23	410	A
USGS	03331500	1961-09-24	630	A
USGS	03331500	1961-09-25	1020	A
USGS	03331500	1961-09-26	1270	A
USGS	03331500	1961-09-27	1270	A
USGS	03331500	1961-09-28	1080	A
USGS	03331500	1961-09-29	960	A
USGS	03331500	1961-09-30	900	A
USGS	03331500	1961-10-01	925	A
USGS	03331500	1961-10-02	990	A
USGS	03331500	1961-10-03	925	A
USGS	03331500	1961-10-04	865	A
USGS	03331500	1961-10-05	805	A
USGS	03331500	1961-10-06	745	A
USGS	03331500	1961-10-07	687	A
USGS	03331500	1961-10-08	659	A
USGS	03331500	1961-10-09	603	A
USGS	03331500	1961-10-10	576	A
USGS	03331500	1961-10-11	549	A
USGS	03331500	1961-10-12	522	A
USGS	03331500	1961-10-13	522	A
USGS	03331500	1961-10-14	576	A
USGS	03331500	1961-10-15	576	A
USGS	03331500	1961-10-16	576	A
USGS	03331500	1961-10-17	549	A
USGS	03331500	1961-10-18	522	A
USGS	03331500	1961-10-19	522	A
USGS	03331500	1961-10-20	495	A
USGS	03331500	1961-10-21	495	A
USGS	03331500	1961-10-22	468	A
USGS	03331500	1961-10-23	468	A
USGS	03331500	1961-10-24	468	A
USGS	03331500	1961-10-25	468	A
USGS	03331500	1961-10-26	495	A
USGS	03331500	1961-10-27	495	A
USGS	03331500	1961-10-28	495	A
USGS	03331500	1961-10-29	495	A
USGS	03331500	1961-10-30	522	A
USGS	03331500	1961-10-31	522	A
USGS	03331500	1961-11-01	495	A
USGS	03331500	1961-11-02	495	A
USGS	03331500	1961-11-03	495	A
USGS	03331500	1961-11-04	576	A
USGS	03331500	1961-11-05	603	A
USGS	03331500	1961-11-06	576	A
USGS	03331500	1961-11-07	549	A
USGS	03331500	1961-11-08	522	A
USGS	03331500	1961-11-09	522	A
USGS	03331500	1961-11-10	522	A
USGS	03331500	1961-11-11	468	A
USGS	03331500	1961-11-12	468	A
USGS	03331500	1961-11-13	468	A
USGS	03331500	1961-11-14	549	A
USGS	03331500	1961-11-15	603	A
USGS	03331500	1961-11-16	659	A
USGS	03331500	1961-11-17	835	A
USGS	03331500	1961-11-18	865	A
USGS	03331500	1961-11-19	805	A
USGS	03331500	1961-11-20	775	A
USGS	03331500	1961-11-21	746	A
USGS	03331500	1961-11-22	775	A
USGS	03331500	1961-11-23	990	A
USGS	03331500	1961-11-24	1240	A
USGS	03331500	1961-11-25	1200	A
USGS	03331500	1961-11-26	1100	A
USGS	03331500	1961-11-27	990	A
USGS	03331500	1961-11-28	925	A
USGS	03331500	1961-11-29	835	A
USGS	03331500	1961-11-30	805	A
USGS	03331500	1961-12-01	745	A
USGS	03331500	1961-12-02	715	A
USGS	03331500	1961-12-03	687	A
USGS	03331500	1961-12-04	687	A
USGS	03331500	1961-12-05	865	A
USGS	03331500	1961-12-06	955	A
USGS	03331500	1961-12-07	865	A
USGS	03331500	1961-12-08	805	A
USGS	03331500	1961-12-09	745	A
USGS	03331500	1961-12-10	715	A
USGS	03331500	1961-12-11	715	A
USGS	03331500	1961-12-12	745	A
USGS	03331500	1961-12-13	745	A
USGS	03331500	1961-12-14	670	A
USGS	03331500	1961-12-15	580	A
USGS	03331500	1961-12-16	630	A
USGS	03331500	1961-12-17	700	A
USGS	03331500	1961-12-18	775	A
USGS	03331500	1961-12-19	775	A
USGS	03331500	1961-12-20	745	A
USGS	03331500	1961-12-21	715	A
USGS	03331500	1961-12-22	687	A
USGS	03331500	1961-12-23	715	A
USGS	03331500	1961-12-24	687	A
USGS	03331500	1961-12-25	687	A
USGS	03331500	1961-12-26	687	A
USGS	03331500	1961-12-27	687	A
USGS	03331500	1961-12-28	560	A
USGS	03331500	1961-12-29	480	A
USGS	03331500	1961-12-30	450	A
USGS	03331500	1961-12-31	425	A
USGS	03331500	1962-01-01	410	A
USGS	03331500	1962-01-02	430	A
USGS	03331500	1962-01-03	490	A
USGS	03331500	1962-01-04	620	A
USGS	03331500	1962-01-05	865	A
USGS	03331500	1962-01-06	1100	A
USGS	03331500	1962-01-07	1740	A
USGS	03331500	1962-01-08	2200	A
USGS	03331500	1962-01-09	2400	A
USGS	03331500	1962-01-10	1800	A
USGS	03331500	1962-01-11	1100	A
USGS	03331500	1962-01-12	920	A
USGS	03331500	1962-01-13	920	A
USGS	03331500	1962-01-14	1000	A
USGS	03331500	1962-01-15	1130	A
USGS	03331500	1962-01-16	1300	A
USGS	03331500	1962-01-17	1050	A
USGS	03331500	1962-01-18	890	A
USGS	03331500	1962-01-19	830	A
USGS	03331500	1962-01-20	780	A
USGS	03331500	1962-01-21	750	A
USGS	03331500	1962-01-22	740	A
USGS	03331500	1962-01-23	730	A
USGS	03331500	1962-01-24	730	A
USGS	03331500	1962-01-25	740	A
USGS	03331500	1962-01-26	1210	A
USGS	03331500	1962-01-27	1790	A
USGS	03331500	1962-01-28	2380	A
USGS	03331500	1962-01-29	2450	A
USGS	03331500	1962-01-30	1820	A
USGS	03331500	1962-01-31	1400	A
USGS	03331500	1962-02-01	1080	A
USGS	03331500	1962-02-02	850	A
USGS	03331500	1962-02-03	910	A
USGS	03331500	1962-02-04	1460	A
USGS	03331500	1962-02-05	2320	A
USGS	03331500	1962-02-06	2950	A
USGS	03331500	1962-02-07	1550	A
USGS	03331500	1962-02-08	1300	A
USGS	03331500	1962-02-09	1050	A
USGS	03331500	1962-02-10	950	A
USGS	03331500	1962-02-11	900	A
USGS	03331500	1962-02-12	845	A
USGS	03331500	1962-02-13	800	A
USGS	03331500	1962-02-14	795	A
USGS	03331500	1962-02-15	790	A
USGS	03331500	1962-02-16	800	A
USGS	03331500	1962-02-17	850	A
USGS	03331500	1962-02-18	930	A
USGS	03331500	1962-02-19	1090	A
USGS	03331500	1962-02-20	1300	A
USGS	03331500	1962-02-21	990	A
USGS	03331500	1962-02-22	850	A
USGS	03331500	1962-02-23	760	A
USGS	03331500	1962-02-24	700	A
USGS	03331500	1962-02-25	760	A
USGS	03331500	1962-02-26	955	A
USGS	03331500	1962-02-27	1960	A
USGS	03331500	1962-02-28	2380	A
USGS	03331500	1962-03-01	2000	A
USGS	03331500	1962-03-02	1680	A
USGS	03331500	1962-03-03	1320	A
USGS	03331500	1962-03-04	1130	A
USGS	03331500	1962-03-05	1030	A
USGS	03331500	1962-03-06	1000	A
USGS	03331500	1962-03-07	990	A
USGS	03331500	1962-03-08	1060	A
USGS	03331500	1962-03-09	1200	A
USGS	03331500	1962-03-10	1640	A
USGS	03331500	1962-03-11	1960	A
USGS	03331500	1962-03-12	2450	A
USGS	03331500	1962-03-13	3630	A
USGS	03331500	1962-03-14	4260	A
USGS	03331500	1962-03-15	3830	A
USGS	03331500	1962-03-16	3170	A
USGS	03331500	1962-03-17	2600	A
USGS	03331500	1962-03-18	2260	A
USGS	03331500	1962-03-19	2260	A
USGS	03331500	1962-03-20	2380	A
USGS	03331500	1962-03-21	2680	A
USGS	03331500	1962-03-22	3000	A
USGS	03331500	1962-03-23	3170	A
USGS	03331500	1962-03-24	2920	A
USGS	03331500	1962-03-25	2600	A
USGS	03331500	1962-03-26	2380	A
USGS	03331500	1962-03-27	2200	A
USGS	03331500	1962-03-28	2020	A
USGS	03331500	1962-03-29	1840	A
USGS	03331500	1962-03-30	1790	A
USGS	03331500	1962-03-31	1740	A
USGS	03331500	1962-04-01	1640	A
USGS	03331500	1962-04-02	1540	A
USGS	03331500	1962-04-03	1410	A
USGS	03331500	1962-04-04	1380	A
USGS	03331500	1962-04-05	1340	A
USGS	03331500	1962-04-06	1340	A
USGS	03331500	1962-04-07	1340	A
USGS	03331500	1962-04-08	1270	A
USGS	03331500	1962-04-09	1240	A
USGS	03331500	1962-04-10	1200	A
USGS	03331500	1962-04-11	1160	A
USGS	03331500	1962-04-12	1100	A
USGS	03331500	1962-04-13	1100	A
USGS	03331500	1962-04-14	1130	A
USGS	03331500	1962-04-15	1100	A
USGS	03331500	1962-04-16	1020	A
USGS	03331500	1962-04-17	955	A
USGS	03331500	1962-04-18	925	A
USGS	03331500	1962-04-19	895	A
USGS	03331500	1962-04-20	835	A
USGS	03331500	1962-04-21	805	A
USGS	03331500	1962-04-22	775	A
USGS	03331500	1962-04-23	745	A
USGS	03331500	1962-04-24	715	A
USGS	03331500	1962-04-25	687	A
USGS	03331500	1962-04-26	687	A
USGS	03331500	1962-04-27	659	A
USGS	03331500	1962-04-28	631	A
USGS	03331500	1962-04-29	603	A
USGS	03331500	1962-04-30	603	A
USGS	03331500	1962-05-01	631	A
USGS	03331500	1962-05-02	659	A
USGS	03331500	1962-05-03	659	A
USGS	03331500	1962-05-04	659	A
USGS	03331500	1962-05-05	631	A
USGS	03331500	1962-05-06	603	A
USGS	03331500	1962-05-07	576	A
USGS	03331500	1962-05-08	631	A
USGS	03331500	1962-05-09	659	A
USGS	03331500	1962-05-10	659	A
USGS	03331500	1962-05-11	659	A
USGS	03331500	1962-05-12	659	A
USGS	03331500	1962-05-13	687	A
USGS	03331500	1962-05-14	659	A
USGS	03331500	1962-05-15	631	A
USGS	03331500	1962-05-16	576	A
USGS	03331500	1962-05-17	549	A
USGS	03331500	1962-05-18	495	A
USGS	03331500	1962-05-19	522	A
USGS	03331500	1962-05-20	495	A
USGS	03331500	1962-05-21	495	A
USGS	03331500	1962-05-22	495	A
USGS	03331500	1962-05-23	468	A
USGS	03331500	1962-05-24	442	A
USGS	03331500	1962-05-25	442	A
USGS	03331500	1962-05-26	442	A
USGS	03331500	1962-05-27	468	A
USGS	03331500	1962-05-28	468	A
USGS	03331500	1962-05-29	468	A
USGS	03331500	1962-05-30	442	A
USGS	03331500	1962-05-31	442	A
USGS	03331500	1962-06-01	416	A
USGS	03331500	1962-06-02	390	A
USGS	03331500	1962-06-03	390	A
USGS	03331500	1962-06-04	364	A
USGS	03331500	1962-06-05	364	A
USGS	03331500	1962-06-06	390	A
USGS	03331500	1962-06-07	390	A
USGS	03331500	1962-06-08	390	A
USGS	03331500	1962-06-09	390	A
USGS	03331500	1962-06-10	522	A
USGS	03331500	1962-06-11	603	A
USGS	03331500	1962-06-12	631	A
USGS	03331500	1962-06-13	631	A
USGS	03331500	1962-06-14	549	A
USGS	03331500	1962-06-15	495	A
USGS	03331500	1962-06-16	442	A
USGS	03331500	1962-06-17	390	A
USGS	03331500	1962-06-18	364	A
USGS	03331500	1962-06-19	339	A
USGS	03331500	1962-06-20	314	A
USGS	03331500	1962-06-21	314	A
USGS	03331500	1962-06-22	302	A
USGS	03331500	1962-06-23	302	A
USGS	03331500	1962-06-24	339	A
USGS	03331500	1962-06-25	416	A
USGS	03331500	1962-06-26	390	A
USGS	03331500	1962-06-27	339	A
USGS	03331500	1962-06-28	314	A
USGS	03331500	1962-06-29	302	A
USGS	03331500	1962-06-30	290	A
USGS	03331500	1962-07-01	278	A
USGS	03331500	1962-07-02	278	A
USGS	03331500	1962-07-03	339	A
USGS	03331500	1962-07-04	390	A
USGS	03331500	1962-07-05	390	A
USGS	03331500	1962-07-06	364	A
USGS	03331500	1962-07-07	339	A
USGS	03331500	1962-07-08	314	A
USGS	03331500	1962-07-09	302	A
USGS	03331500	1962-07-10	278	A
USGS	03331500	1962-07-11	266	A
USGS	03331500	1962-07-12	290	A
USGS	03331500	1962-07-13	278	A
USGS	03331500	1962-07-14	278	A
USGS	03331500	1962-07-15	278	A
USGS	03331500	1962-07-16	278	A
USGS	03331500	1962-07-17	266	A
USGS	03331500	1962-07-18	255	A
USGS	03331500	1962-07-19	244	A
USGS	03331500	1962-07-20	244	A
USGS	03331500	1962-07-21	244	A
USGS	03331500	1962-07-22	244	A
USGS	03331500	1962-07-23	244	A
USGS	03331500	1962-07-24	244	A
USGS	03331500	1962-07-25	244	A
USGS	03331500	1962-07-26	244	A
USGS	03331500	1962-07-27	233	A
USGS	03331500	1962-07-28	222	A
USGS	03331500	1962-07-29	211	A
USGS	03331500	1962-07-30	200	A
USGS	03331500	1962-07-31	200	A
USGS	03331500	1962-08-01	190	A
USGS	03331500	1962-08-02	180	A
USGS	03331500	1962-08-03	180	A
USGS	03331500	1962-08-04	170	A
USGS	03331500	1962-08-05	160	A
USGS	03331500	1962-08-06	211	A
USGS	03331500	1962-08-07	233	A
USGS	03331500	1962-08-08	222	A
USGS	03331500	1962-08-09	211	A
USGS	03331500	1962-08-10	200	A
USGS	03331500	1962-08-11	190	A
USGS	03331500	1962-08-12	180	A
USGS	03331500	1962-08-13	170	A
USGS	03331500	1962-08-14	160	A
USGS	03331500	1962-08-15	160	A
USGS	03331500	1962-08-16	160	A
USGS	03331500	1962-08-17	160	A
USGS	03331500	1962-08-18	150	A
USGS	03331500	1962-08-19	150	A
USGS	03331500	1962-08-20	150	A
USGS	03331500	1962-08-21	150	A
USGS	03331500	1962-08-22	140	A
USGS	03331500	1962-08-23	140	A
USGS	03331500	1962-08-24	138	A
USGS	03331500	1962-08-25	150	A
USGS	03331500	1962-08-26	190	A
USGS	03331500	1962-08-27	190	A
USGS	03331500	1962-08-28	180	A
USGS	03331500	1962-08-29	170	A
USGS	03331500	1962-08-30	170	A
USGS	03331500	1962-08-31	160	A
USGS	03331500	1962-09-01	170	A
USGS	03331500	1962-09-02	170	A
USGS	03331500	1962-09-03	160	A
USGS	03331500	1962-09-04	170	A
USGS	03331500	1962-09-05	160	A
USGS	03331500	1962-09-06	160	A
USGS	03331500	1962-09-07	160	A
USGS	03331500	1962-09-08	160	A
USGS	03331500	1962-09-09	160	A
USGS	03331500	1962-09-10	160	A
USGS	03331500	1962-09-11	160	A
USGS	03331500	1962-09-12	150	A
USGS	03331500	1962-09-13	150	A
USGS	03331500	1962-09-14	170	A
USGS	03331500	1962-09-15	190	A
USGS	03331500	1962-09-16	180	A
USGS	03331500	1962-09-17	180	A
USGS	03331500	1962-09-18	170	A
USGS	03331500	1962-09-19	180	A
USGS	03331500	1962-09-20	180	A
USGS	03331500	1962-09-21	160	A
USGS	03331500	1962-09-22	160	A
USGS	03331500	1962-09-23	150	A
USGS	03331500	1962-09-24	150	A
USGS	03331500	1962-09-25	140	A
USGS	03331500	1962-09-26	134	A
USGS	03331500	1962-09-27	134	A
USGS	03331500	1962-09-28	130	A
USGS	03331500	1962-09-29	124	A
USGS	03331500	1962-09-30	122	A
USGS	03331500	1962-10-01	118	A
USGS	03331500	1962-10-02	116	A
USGS	03331500	1962-10-03	132	A
USGS	03331500	1962-10-04	136	A
USGS	03331500	1962-10-05	150	A
USGS	03331500	1962-10-06	160	A
USGS	03331500	1962-10-07	180	A
USGS	03331500	1962-10-08	255	A
USGS	03331500	1962-10-09	255	A
USGS	03331500	1962-10-10	255	A
USGS	03331500	1962-10-11	255	A
USGS	03331500	1962-10-12	233	A
USGS	03331500	1962-10-13	222	A
USGS	03331500	1962-10-14	211	A
USGS	03331500	1962-10-15	211	A
USGS	03331500	1962-10-16	211	A
USGS	03331500	1962-10-17	211	A
USGS	03331500	1962-10-18	211	A
USGS	03331500	1962-10-19	233	A
USGS	03331500	1962-10-20	266	A
USGS	03331500	1962-10-21	302	A
USGS	03331500	1962-10-22	290	A
USGS	03331500	1962-10-23	290	A
USGS	03331500	1962-10-24	278	A
USGS	03331500	1962-10-25	278	A
USGS	03331500	1962-10-26	302	A
USGS	03331500	1962-10-27	314	A
USGS	03331500	1962-10-28	302	A
USGS	03331500	1962-10-29	290	A
USGS	03331500	1962-10-30	266	A
USGS	03331500	1962-10-31	255	A
USGS	03331500	1962-11-01	233	A
USGS	03331500	1962-11-02	222	A
USGS	03331500	1962-11-03	211	A
USGS	03331500	1962-11-04	211	A
USGS	03331500	1962-11-05	211	A
USGS	03331500	1962-11-06	211	A
USGS	03331500	1962-11-07	222	A
USGS	03331500	1962-11-08	222	A
USGS	03331500	1962-11-09	211	A
USGS	03331500	1962-11-10	222	A
USGS	03331500	1962-11-11	222	A
USGS	03331500	1962-11-12	222	A
USGS	03331500	1962-11-13	211	A
USGS	03331500	1962-11-14	211	A
USGS	03331500	1962-11-15	211	A
USGS	03331500	1962-11-16	233	A
USGS	03331500	1962-11-17	244	A
USGS	03331500	1962-11-18	255	A
USGS	03331500	1962-11-19	266	A
USGS	03331500	1962-11-20	255	A
USGS	03331500	1962-11-21	244	A
USGS	03331500	1962-11-22	233	A
USGS	03331500	1962-11-23	233	A
USGS	03331500	1962-11-24	222	A
USGS	03331500	1962-11-25	211	A
USGS	03331500	1962-11-26	200	A
USGS	03331500	1962-11-27	200	A
USGS	03331500	1962-11-28	200	A
USGS	03331500	1962-11-29	200	A
USGS	03331500	1962-11-30	200	A
USGS	03331500	1962-12-01	200	A
USGS	03331500	1962-12-02	200	A
USGS	03331500	1962-12-03	200	A
USGS	03331500	1962-12-04	200	A
USGS	03331500	1962-12-05	200	A
USGS	03331500	1962-12-06	200	A
USGS	03331500	1962-12-07	200	A
USGS	03331500	1962-12-08	190	A
USGS	03331500	1962-12-09	180	A
USGS	03331500	1962-12-10	160	A
USGS	03331500	1962-12-11	150	A
USGS	03331500	1962-12-12	140	A
USGS	03331500	1962-12-13	130	A
USGS	03331500	1962-12-14	130	A
USGS	03331500	1962-12-15	150	A
USGS	03331500	1962-12-16	170	A
USGS	03331500	1962-12-17	200	A
USGS	03331500	1962-12-18	220	A
USGS	03331500	1962-12-19	230	A
USGS	03331500	1962-12-20	240	A
USGS	03331500	1962-12-21	250	A
USGS	03331500	1962-12-22	240	A
USGS	03331500	1962-12-23	220	A
USGS	03331500	1962-12-24	200	A
USGS	03331500	1962-12-25	190	A
USGS	03331500	1962-12-26	180	A
USGS	03331500	1962-12-27	170	A
USGS	03331500	1962-12-28	170	A
USGS	03331500	1962-12-29	160	A
USGS	03331500	1962-12-30	160	A
USGS	03331500	1962-12-31	160	A
USGS	03331500	1963-01-01	170	A
USGS	03331500	1963-01-02	180	A
USGS	03331500	1963-01-03	190	A
USGS	03331500	1963-01-04	210	A
USGS	03331500	1963-01-05	220	A
USGS	03331500	1963-01-06	240	A
USGS	03331500	1963-01-07	260	A
USGS	03331500	1963-01-08	270	A
USGS	03331500	1963-01-09	280	A
USGS	03331500	1963-01-10	270	A
USGS	03331500	1963-01-11	240	A
USGS	03331500	1963-01-12	220	A
USGS	03331500	1963-01-13	190	A
USGS	03331500	1963-01-14	180	A
USGS	03331500	1963-01-15	170	A
USGS	03331500	1963-01-16	170	A
USGS	03331500	1963-01-17	160	A
USGS	03331500	1963-01-18	160	A
USGS	03331500	1963-01-19	160	A
USGS	03331500	1963-01-20	150	A
USGS	03331500	1963-01-21	150	A
USGS	03331500	1963-01-22	150	A
USGS	03331500	1963-01-23	150	A
USGS	03331500	1963-01-24	150	A
USGS	03331500	1963-01-25	140	A
USGS	03331500	1963-01-26	140	A
USGS	03331500	1963-01-27	140	A
USGS	03331500	1963-01-28	140	A
USGS	03331500	1963-01-29	140	A
USGS	03331500	1963-01-30	140	A
USGS	03331500	1963-01-31	140	A
USGS	03331500	1963-02-01	140	A
USGS	03331500	1963-02-02	150	A
USGS	03331500	1963-02-03	150	A
USGS	03331500	1963-02-04	150	A
USGS	03331500	1963-02-05	150	A
USGS	03331500	1963-02-06	180	A
USGS	03331500	1963-02-07	250	A
USGS	03331500	1963-02-08	230	A
USGS	03331500	1963-02-09	210	A
USGS	03331500	1963-02-10	200	A
USGS	03331500	1963-02-11	190	A
USGS	03331500	1963-02-12	180	A
USGS	03331500	1963-02-13	170	A
USGS	03331500	1963-02-14	160	A
USGS	03331500	1963-02-15	160	A
USGS	03331500	1963-02-16	160	A
USGS	03331500	1963-02-17	170	A
USGS	03331500	1963-02-18	200	A
USGS	03331500	1963-02-19	230	A
USGS	03331500	1963-02-20	320	A
USGS	03331500	1963-02-21	280	A
USGS	03331500	1963-02-22	240	A
USGS	03331500	1963-02-23	200	A
USGS	03331500	1963-02-24	190	A
USGS	03331500	1963-02-25	180	A
USGS	03331500	1963-02-26	180	A
USGS	03331500	1963-02-27	180	A
USGS	03331500	1963-02-28	170	A
USGS	03331500	1963-03-01	170	A
USGS	03331500	1963-03-02	170	A
USGS	03331500	1963-03-03	220	A
USGS	03331500	1963-03-04	4000	A
USGS	03331500	1963-03-05	6500	A
USGS	03331500	1963-03-06	5400	A
USGS	03331500	1963-03-07	4500	A
USGS	03331500	1963-03-08	3500	A
USGS	03331500	1963-03-09	3200	A
USGS	03331500	1963-03-10	3000	A
USGS	03331500	1963-03-11	2500	A
USGS	03331500	1963-03-12	2100	A
USGS	03331500	1963-03-13	1800	A
USGS	03331500	1963-03-14	1550	A
USGS	03331500	1963-03-15	1470	A
USGS	03331500	1963-03-16	1350	A
USGS	03331500	1963-03-17	1280	A
USGS	03331500	1963-03-18	1240	A
USGS	03331500	1963-03-19	1170	A
USGS	03331500	1963-03-20	1210	A
USGS	03331500	1963-03-21	1170	A
USGS	03331500	1963-03-22	1100	A
USGS	03331500	1963-03-23	1030	A
USGS	03331500	1963-03-24	968	A
USGS	03331500	1963-03-25	904	A
USGS	03331500	1963-03-26	936	A
USGS	03331500	1963-03-27	968	A
USGS	03331500	1963-03-28	936	A
USGS	03331500	1963-03-29	904	A
USGS	03331500	1963-03-30	904	A
USGS	03331500	1963-03-31	904	A
USGS	03331500	1963-04-01	936	A
USGS	03331500	1963-04-02	968	A
USGS	03331500	1963-04-03	936	A
USGS	03331500	1963-04-04	872	A
USGS	03331500	1963-04-05	840	A
USGS	03331500	1963-04-06	780	A
USGS	03331500	1963-04-07	750	A
USGS	03331500	1963-04-08	720	A
USGS	03331500	1963-04-09	662	A
USGS	03331500	1963-04-10	634	A
USGS	03331500	1963-04-11	578	A
USGS	03331500	1963-04-12	550	A
USGS	03331500	1963-04-13	522	A
USGS	03331500	1963-04-14	494	A
USGS	03331500	1963-04-15	466	A
USGS	03331500	1963-04-16	466	A
USGS	03331500	1963-04-17	438	A
USGS	03331500	1963-04-18	550	A
USGS	03331500	1963-04-19	410	A
USGS	03331500	1963-04-20	720	A
USGS	03331500	1963-04-21	750	A
USGS	03331500	1963-04-22	720	A
USGS	03331500	1963-04-23	750	A
USGS	03331500	1963-04-24	720	A
USGS	03331500	1963-04-25	634	A
USGS	03331500	1963-04-26	606	A
USGS	03331500	1963-04-27	550	A
USGS	03331500	1963-04-28	494	A
USGS	03331500	1963-04-29	466	A
